Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,Effective Speed,Average Score,Overclocked Score,Value & Sentiment,Code Name,Launch Date,Processor Number,# of Cores,# of Threads,Max TDP,Price,Sockets Supported
CPU,BX80684I99900KS,Intel,Core i9-9900KS,1,103,6462,https://cpu.userbenchmark.com/SpeedTest/929964/IntelR-CoreTM-i9-9900KS-CPU---400GHz,14,19,17,-3307,,Q4'19,i9-9900KS,8,16,127,,FCLGA1151
CPU,BX8070110900K,Intel,Core i9-10900K,2,103,2102,https://cpu.userbenchmark.com/Intel-Core-i9-10900K/Rating/4071,,,,,,Q2'20,i9-10900K,10,20,125,,FCLGA1200
CPU,BX8070110900KF,Intel,Core i9-10900KF,3,102,64,https://cpu.userbenchmark.com/SpeedTest/1174369/IntelR-CoreTM-i9-10900KF-CPU---370GHz,14,20,18,,,Q2'20,i9-10900KF,10,20,125,,FCLGA1200
CPU,BX8070110700K,Intel,Core i7-10700K,4,99.6,6496,https://cpu.userbenchmark.com/Intel-Core-i7-10700K/Rating/4070,,,,,,Q2'20,i7-10700K,8,16,125,,FCLGA1200
CPU,BX8070110900F,Intel,Core i9-10900F,5,99.5,39,https://cpu.userbenchmark.com/SpeedTest/1196789/IntelR-CoreTM-i9-10900F-CPU---280GHz,10,15,13,,,Q2'20,i9-10900F,10,20,65,,FCLGA1200
CPU,,Intel,Core i9-10900,6,99.3,236,https://cpu.userbenchmark.com/SpeedTest/1169242/IntelR-CoreTM-i9-10900-CPU---280GHz,10,16,13,-2532,,Q2'20,i9-10900,10,20,65,,FCLGA1200
CPU,BX80684I99900KF,Intel,Core i9-9900KF,7,99.1,9730,https://cpu.userbenchmark.com/SpeedTest/764533/IntelR-CoreTM-i9-9900KF-CPU---360GHz,10,14,13,-750,,Q1'19,i9-9900KF,8,16,95,474,FCLGA1151
CPU,BX8070110700KF,Intel,Core i7-10700KF,8,99.1,30,https://cpu.userbenchmark.com/SpeedTest/1171560/IntelR-CoreTM-i7-10700KF-CPU---380GHz,10,14,15,,,Q2'20,i7-10700KF,8,16,125,,FCLGA1200
CPU,BX80684I99900K,Intel,Core i9-9900K,9,99,168402,https://cpu.userbenchmark.com/Intel-Core-i9-9900K/Rating/4028,,,,,Coffee Lake,Q4'18,i9-9900K,8,16,95,430,FCLGA1151
CPU,BX80684I79700KF,Intel,Core i7-9700KF,10,98.6,10565,https://cpu.userbenchmark.com/SpeedTest/710154/IntelR-CoreTM-i7-9700KF-CPU---360GHz,9,13,12,-427,,Q1'19,i7-9700KF,8,8,95,388,FCLGA1151
CPU,BX80684I79700K,Intel,Core i7-9700K,11,98.4,225268,https://cpu.userbenchmark.com/Intel-Core-i7-9700K/Rating/4030,,,,,Coffee Lake,Q4'18,i7-9700K,8,8,95,330,FCLGA1151
CPU,BX8070110600K,Intel,Core i5-10600K,12,96.8,1137,https://cpu.userbenchmark.com/Intel-Core-i5-10600K/Rating/4072,,,,,,Q2'20,i5-10600K,6,12,125,,FCLGA1200
CPU,BX8070110700F,Intel,Core i7-10700F,13,96.4,30,https://cpu.userbenchmark.com/SpeedTest/1183814/IntelR-CoreTM-i7-10700F-CPU---290GHz,7,10,8,,,Q2'20,i7-10700F,8,16,65,,FCLGA1200
CPU,BX8070110700,Intel,Core i7-10700,14,96.1,1742,https://cpu.userbenchmark.com/Intel-Core-i7-10700/Rating/4077,7,10,8,-243,,Q2'20,i7-10700,8,16,65,,FCLGA1200
CPU,BX80684I59600K,Intel,Core i5-9600K,15,95.8,135436,https://cpu.userbenchmark.com/Intel-Core-i5-9600K/Rating/4031,,,,,Coffee Lake,Q4'18,i5-9600K,6,6,95,191,FCLGA1151
CPU,BX8070110600KF,Intel,Core i5-10600KF,16,95.6,2,https://cpu.userbenchmark.com/SpeedTest/1225152/IntelR-CoreTM-i5-10600KF-CPU---410GHz,6,8,2,,,Q2'20,i5-10600KF,6,12,125,,FCLGA1200
CPU,BX80684I99900,Intel,Core i9-9900,17,95.4,3064,https://cpu.userbenchmark.com/SpeedTest/816115/IntelR-CoreTM-i9-9900-CPU---310GHz,6,9,8,-655,,Q2'19,i9-9900,8,16,65,,FCLGA1151
CPU,BX80684I59600KF,Intel,Core i5-9600KF,18,95.1,22506,https://cpu.userbenchmark.com/SpeedTest/772658/IntelR-CoreTM-i5-9600KF-CPU---370GHz,5,2,6,-102,,Q1'19,i5-9600KF,6,6,95,170,FCLGA1151
CPU,BX80684I78086K,Intel,Core i7-8086K,19,94.9,24450,https://cpu.userbenchmark.com/SpeedTest/516988/IntelR-CoreTM-i7-8086K-CPU---400GHz,5,5,10,-696,Coffee Lake,Q2'18,i7-8086K,6,12,95,720,
CPU,BX8070110600,Intel,Core i5-10600,20,94.9,339,https://cpu.userbenchmark.com/Intel-Core-i5-10600/Rating/4069,5,5,2,-998,,Q2'20,i5-10600,6,12,65,,FCLGA1200
CPU,BX80684I79700F,Intel,Core i7-9700F,21,94.7,12156,https://cpu.userbenchmark.com/SpeedTest/816132/IntelR-CoreTM-i7-9700F-CPU---300GHz,6,8,5,-213,,Q2'19,i7-9700F,8,8,65,315,FCLGA1151
CPU,BX80684I78700K,Intel,Core i7-8700K,22,94.4,434481,https://cpu.userbenchmark.com/Intel-Core-i7-8700K/Rating/3937,5,4,8,-32,Coffee Lake,Q4'17,i7-8700K,6,12,95,431,
CPU,BX80684I79700,Intel,Core i7-9700,23,94.4,24995,https://cpu.userbenchmark.com/SpeedTest/816180/IntelR-CoreTM-i7-9700-CPU---300GHz,5,7,5,-157,,Q2'19,i7-9700,8,8,65,378,FCLGA1151
CPU,BX80684I59600,Intel,Core i5-9600,24,93.5,283,https://cpu.userbenchmark.com/SpeedTest/853186/IntelR-CoreTM-i5-9600-CPU---310GHz,4,1,,,,Q2'19,i5-9600,6,6,65,,FCLGA1151
CPU,BX80684I58600K,Intel,Core i5-8600K,25,93.4,154994,https://cpu.userbenchmark.com/Intel-Core-i5-8600K/Rating/3941,4,,5,-80,Coffee Lake,Q4'17,i5-8600K,6,6,95,277,
CPU,BX8070110500,Intel,Core i5-10500,26,92.9,216,https://cpu.userbenchmark.com/Intel-Core-i5-10500/Rating/4078,3,2,,-1241,,Q2'20,i5-10500,6,12,65,,FCLGA1200
CPU,,Intel,Core i9-10885H,27,91.6,26,https://cpu.userbenchmark.com/SpeedTest/1174414/IntelR-CoreTM-i9-10885H-CPU---240GHz,2,5,7,,,,,,,,,
CPU,100-100000279WOF,AMD,Ryzen 7 3800XT,28,91.3,45,https://cpu.userbenchmark.com/SpeedTest/1218139/AMD-Ryzen-7-3800XT-8-Core-Processor,1,8,5,-2512,,,,,,,440,
CPU,BX80684I78700,Intel,Core i7-8700,29,90.8,170233,https://cpu.userbenchmark.com/Intel-Core-i7-8700/Rating/3940,1,,,-54,Coffee Lake,Q4'17,i7-8700,6,12,65,359,
CPU,,Intel,Core i9-10980HK,30,90.7,310,https://cpu.userbenchmark.com/SpeedTest/1065893/IntelR-CoreTM-i9-10980HK-CPU---240GHz,1,3,7,,,Q2'20,i9-10980HK,8,16,45,,FCBGA1440
CPU,BX80684I59500,Intel,Core i5-9500,31,90.5,2081,https://cpu.userbenchmark.com/SpeedTest/825467/IntelR-CoreTM-i5-9500-CPU---300GHz,1,,,-1010,,Q2'19,i5-9500,6,6,65,246,FCLGA1151
CPU,BX8069510940X,Intel,Core i9-10940X,32,90.2,290,https://cpu.userbenchmark.com/SpeedTest/932085/IntelR-CoreTM-i9-10940X-CPU---330GHz,,7,10,,,Q4'19,i9-10940X,14,28,165,,FCLGA2066
CPU,BX80684I39350KF,Intel,Core i3-9350KF,33,90.1,307,https://cpu.userbenchmark.com/Intel-Core-i3-9350KF/Rating/4055,,,,,,Q1'19,i3-9350KF,4,4,91,197,FCLGA1151
CPU,100-100000277WOF,AMD,Ryzen 9 3900XT,34,90,148,https://cpu.userbenchmark.com/SpeedTest/1202614/AMD-Ryzen-9-3900XT-12-Core-Processor,,8,6,-775,,,,,,,563,
CPU,BX8069510920X,Intel,Core i9-10920X,35,90,389,https://cpu.userbenchmark.com/SpeedTest/931866/IntelR-CoreTM-i9-10920X-CPU---350GHz,,7,8,-4997,,Q4'19,i9-10920X,12,24,165,,FCLGA2066
CPU,BX8070110400F,Intel,Core i5-10400F,36,89.9,361,https://cpu.userbenchmark.com/Intel-Core-i5-10400F/Rating/4079,,,,,,Q2'20,i5-10400F,6,12,65,,FCLGA1200
CPU,BX8070110400,Intel,Core i5-10400,37,89.8,1325,https://cpu.userbenchmark.com/Intel-Core-i5-10400/Rating/4073,,,,-302,,Q2'20,i5-10400,6,12,65,,FCLGA1200
CPU,,Intel,Core i3-10320,38,89.6,23,https://cpu.userbenchmark.com/SpeedTest/1180543/IntelR-CoreTM-i3-10320-CPU---380GHz,,,,,,Q2'20,i3-10320,4,8,65,,FCLGA1200
CPU,BX8069510900X,Intel,Core i9-10900X,39,89.2,738,https://cpu.userbenchmark.com/SpeedTest/969950/IntelR-CoreTM-i9-10900X-CPU---370GHz,,5,7,-3342,,Q4'19,i9-10900X,10,20,165,,FCLGA2066
CPU,100-100000023BOX,AMD,Ryzen 9 3900X,40,89.2,103506,https://cpu.userbenchmark.com/AMD-Ryzen-9-3900X/Rating/4044,,7,5,-28,,,,,,,,
CPU,BX80684I58600,Intel,Core i5-8600,41,89.1,10873,https://cpu.userbenchmark.com/SpeedTest/477251/IntelR-CoreTM-i5-8600-CPU---310GHz,,,,-851,Coffee Lake,Q2'18,i5-8600,6,6,65,277,FCLGA1151
CPU,BX80677I77740X,Intel,Core i7-7740X,42,89.1,3711,https://cpu.userbenchmark.com/SpeedTest/304932/IntelR-CoreTM-i7-7740X-CPU---430GHz,,,1,-2490,Kaby Lake,Q2'17,i7-7740X,4,8,112,321,FCLGA2066
CPU,BX80671I76900K,Intel,Core i7-6900K,43,88.9,3875,https://cpu.userbenchmark.com/Intel-Core-i7-6900K/Rating/3605,,,3,-4967,Broadwell E,Q2'16,i7-6900K,8,16,140,,LGA2011-v3
CPU,100-100000051WOF,AMD,Ryzen 9 3950X,44,88.8,13049,https://cpu.userbenchmark.com/AMD-Ryzen-9-3950X/Rating/4057,,7,6,-222,,,,,,,798,
CPU,BX80677I77700K,Intel,Core i7-7700K,45,88.6,433686,https://cpu.userbenchmark.com/Intel-Core-i7-7700K/Rating/3647,,,,-44,Kaby Lake,Q1'17,i7-7700K,4,8,91,430,FCLGA1151
CPU,100-100000025BOX,AMD,Ryzen 7 3800X,46,88.1,57609,https://cpu.userbenchmark.com/AMD-Ryzen-7-3800X/Rating/4047,,4,3,-61,,,,,,,320,
CPU,BX80673I99920X,Intel,Core i9-9920X,47,88,677,https://cpu.userbenchmark.com/SpeedTest/656219/IntelR-CoreTM-i9-9920X-CPU---350GHz,,4,4,,Skylake,Q4'18,i9-9920X,12,24,165,741,
CPU,BX80684I59400,Intel,Core i5-9400,48,87.9,7615,https://cpu.userbenchmark.com/SpeedTest/735306/IntelR-CoreTM-i5-9400-CPU---290GHz,,,-1,-281,,Q1'19,i5-9400,6,6,65,190,FCLGA1151
CPU,BX80684I58500,Intel,Core i5-8500,49,87.7,19576,https://cpu.userbenchmark.com/SpeedTest/447884/IntelR-CoreTM-i5-8500-CPU---300GHz,,,-1,-392,Coffee Lake,Q2'18,i5-8500,6,6,65,328,FCLGA1151
CPU,BX80671I76950X,Intel,Core i7-6950X,50,87.5,4404,https://cpu.userbenchmark.com/Intel-Core-i7-6950X/Rating/3604,,,2,-4973,Broadwell E,Q2'16,i7-6950X,10,20,140,,LGA2011-v3
CPU,100-100000071BOX,AMD,Ryzen 7 3700X,51,87.5,243097,https://cpu.userbenchmark.com/AMD-Ryzen-7-3700X/Rating/4043,,,,,,,,,,,300,
CPU,BX8070110300,Intel,Core i3-10300,52,87.4,11,https://cpu.userbenchmark.com/Intel-Core-i3-10300/Rating/4074,,,-1,,,Q2'20,i3-10300,4,8,65,,FCLGA1200
CPU,BX80673I99940X,Intel,Core i9-9940X,53,87.4,893,https://cpu.userbenchmark.com/SpeedTest/641326/IntelR-CoreTM-i9-9940X-CPU---330GHz,,3,7,,Skylake,Q4'18,i9-9940X,14,28,165,778,
CPU,BX80671I76850K,Intel,Core i7-6850K,54,87.4,18445,https://cpu.userbenchmark.com/Intel-Core-i7-6850K/Rating/3606,,,,-1708,Broadwell E,Q2'16,i7-6850K,6,12,140,840,LGA2011-v3
CPU,BX80677I57640X,Intel,Core i5-7640X,55,87.2,1868,https://cpu.userbenchmark.com/SpeedTest/310543/IntelR-CoreTM-i5-7640X-CPU---400GHz,,-1,,-4931,Kaby Lake,Q2'17,i5-7640X,4,4,112,,FCLGA2066
CPU,,Intel,Core i7-10850H,56,87.2,26,https://cpu.userbenchmark.com/SpeedTest/1160496/IntelR-CoreTM-i7-10850H-CPU---270GHz,,,2,,,Q2'20,i7-10850H,6,12,45,,FCBGA1440
CPU,BX80684I59400F,Intel,Core i5-9400F,57,87.1,101398,https://cpu.userbenchmark.com/Intel-Core-i5-9400F/Rating/4051,,,,,,Q1'19,i5-9400F,6,6,65,143,FCLGA1151
CPU,BX8069510980XE,Intel,Core i9-10980XE,58,86.9,232,https://cpu.userbenchmark.com/SpeedTest/935899/IntelR-CoreTM-i9-10980XE-CPU---300GHz,,3,8,,,Q4'19,i9-10980XE,18,36,165,,FCLGA2066
CPU,,Intel,Core i7-10700T,59,86.8,5,https://cpu.userbenchmark.com/SpeedTest/1218230/IntelR-CoreTM-i7-10700T-CPU---200GHz,,,-1,,,Q2'20,i7-10700T,8,16,35,,FCLGA1200
CPU,100-100000281BOX,AMD,Ryzen 5 3600XT,60,86.8,178,https://cpu.userbenchmark.com/SpeedTest/1211585/AMD-Ryzen-5-3600XT-6-Core-Processor,,2,2,-647,,,,,,,,
CPU,,Intel,Core i7-10875H,61,86.7,1703,https://cpu.userbenchmark.com/SpeedTest/1111393/IntelR-CoreTM-i7-10875H-CPU---230GHz,,,3,-734,,Q2'20,i7-10875H,8,16,45,,FCBGA1440
CPU,BX80673I99900X,Intel,Core i9-9900X,62,86.6,1705,https://cpu.userbenchmark.com/SpeedTest/639130/IntelR-CoreTM-i9-9900X-CPU---350GHz,,1,6,-4982,Skylake,Q4'18,i9-9900X,10,20,165,663,
CPU,,AMD,Ryzen 9 4900H,63,86.6,109,https://cpu.userbenchmark.com/SpeedTest/1185620/AMD-Ryzen-9-4900H-with-Radeon-Graphics,,1,2,-4980,,,,,,,,
CPU,BX80684I38350K,Intel,Core i3-8350K,64,86.5,15264,https://cpu.userbenchmark.com/Intel-Core-i3-8350K/Rating/3935,,-1,,-978,Coffee Lake,Q4'17,i3-8350K,4,4,91,140,
CPU,BX80673I99960X,Intel,Core i9-9960X,65,86.5,431,https://cpu.userbenchmark.com/SpeedTest/653060/IntelR-CoreTM-i9-9960X-CPU---310GHz,,2,3,,Skylake,Q4'18,i9-9960X,16,32,165,,
CPU,,Intel,Core i5-10500T,66,86.1,1,https://cpu.userbenchmark.com/SpeedTest/1204939/IntelR-CoreTM-i5-10500T-CPU---230GHz,,-1,-2,-282,,Q2'20,i5-10500T,6,12,35,,FCLGA1200
CPU,BX8070110100,Intel,Core i3-10100,67,86.1,230,https://cpu.userbenchmark.com/Intel-Core-i3-10100/Rating/4075,,,,,,Q2'20,i3-10100,4,8,65,,FCLGA1200
CPU,BX80673I97960X,Intel,Core i9-7960X,68,86,1501,https://cpu.userbenchmark.com/SpeedTest/357952/IntelR-CoreTM-i9-7960X-CPU---280GHz,,,7,,Skylake,Q3'17,i9-7960X,16,32,165,,FCLGA2066
CPU,100-100000022BOX,AMD,Ryzen 5 3600X,69,85.9,114356,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600X/Rating/4041,,,,-23,,,,,,,232,
CPU,BX80684I58400,Intel,Core i5-8400,70,85.8,173111,https://cpu.userbenchmark.com/Intel-Core-i5-8400/Rating/3939,,-1,-1,-55,Coffee Lake,Q4'17,i5-8400,6,6,65,207,
CPU,,Intel,Core i7-10750H,71,85.8,6610,https://cpu.userbenchmark.com/SpeedTest/1053158/IntelR-CoreTM-i7-10750H-CPU---260GHz,,,,-286,,Q2'20,i7-10750H,6,12,45,,FCBGA1440
CPU,,AMD,Ryzen 9 4900HS,72,85.8,1183,https://cpu.userbenchmark.com/SpeedTest/1084184/AMD-Ryzen-9-4900HS-with-Radeon-Graphics,,,1,-1137,,,,,,,,
CPU,BX80673I79800X,Intel,Core i7-9800X,73,85.7,1629,https://cpu.userbenchmark.com/SpeedTest/651256/IntelR-CoreTM-i7-9800X-CPU---380GHz,,,5,-4951,Skylake,Q4'18,i7-9800X,8,16,165,,
CPU,BX80662I76700K,Intel,Core i7-6700K,74,85.7,396882,https://cpu.userbenchmark.com/Intel-Core-i7-6700K/Rating/3502,,-1,,-36,Skylake,Q3'15,i7-6700K,4,8,91,307,FCLGA1151
CPU,100-100000010WOF,AMD,Ryzen TR 3960X,75,85.5,1160,https://cpu.userbenchmark.com/SpeedTest/969111/AMD-Ryzen-Threadripper-3960X-24-Core-Processor,,5,2,-1358,,,,,,,,
CPU,BX80673I97900X,Intel,Core i9-7900X,76,85.5,11972,https://cpu.userbenchmark.com/Intel-Core-i9-7900X/Rating/3936,,,6,-1329,Skylake,Q2'17,i9-7900X,10,20,140,955,FCLGA2066
CPU,BX80673I99820X,Intel,Core i9-9820X,77,85.5,1136,https://cpu.userbenchmark.com/SpeedTest/651318/IntelR-CoreTM-i9-9820X-CPU---330GHz,,,3,-4986,Skylake,Q4'18,i9-9820X,10,20,165,629,
CPU,BX80673I97940X,Intel,Core i9-7940X,78,85.4,2611,https://cpu.userbenchmark.com/SpeedTest/353078/IntelR-CoreTM-i9-7940X-CPU---310GHz,,,5,,Skylake,Q3'17,i9-7940X,14,28,165,,FCLGA2066
CPU,100-1000000158,AMD,Ryzen 5 3500X,79,85.1,4431,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500X/Rating/4052,,,,-370,,,,,,,,
CPU,100-100000031BOX,AMD,Ryzen 5 3600,80,85.1,379196,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600/Rating/4040,,,,,,,,,,,179,
CPU,BX80673I99980X,Intel,Core i9-9980XE,81,85,1086,https://cpu.userbenchmark.com/SpeedTest/652504/IntelR-CoreTM-i9-9980XE-CPU---300GHz,,,5,,Skylake,Q4'18,i9-9980XE,18,36,165,,
CPU,BX80648I75960X,Intel,Core i7-5960X,82,85,10589,https://cpu.userbenchmark.com/Intel-Core-i7-5960X/Rating/2580,,-1,,-1314,Haswell E,Q3'14,i7-5960X,8,16,140,850,LGA2011-v3
CPU,BX80648I75930K,Intel,Core i7-5930K,83,84.8,25580,https://cpu.userbenchmark.com/Intel-Core-i7-5930K/Rating/2578,,-1,,-746,Haswell E,Q3'14,i7-5930K,6,12,140,538,LGA2011-v3
CPU,100-100000011WOF,AMD,Ryzen TR 3970X,84,84.7,1203,https://cpu.userbenchmark.com/SpeedTest/970030/AMD-Ryzen-Threadripper-3970X-32-Core-Processor,,4,2,-1804,,,,,,,,
CPU,CM8068403358413,Intel,Core i7-8700T,85,84.6,2592,https://cpu.userbenchmark.com/SpeedTest/480804/IntelR-CoreTM-i7-8700T-CPU---240GHz,,-1,-1,-4977,Coffee Lake,Q2'18,i7-8700T,6,12,35,,FCLGA1151
CPU,,Intel,Core i9-9980HK,86,84.5,3411,https://cpu.userbenchmark.com/SpeedTest/797907/IntelR-CoreTM-i9-9980HK-CPU---240GHz,,,1,-2513,,Q2'19,i9-9980HK,8,16,45,,FCBGA1440
CPU,100-000000098,AMD,Ryzen 7 4800H,87,84.4,2753,https://cpu.userbenchmark.com/SpeedTest/1032976/AMD-Ryzen-7-4800H-with-Radeon-Graphics,,,,-393,,,,,,,,
CPU,,AMD,Ryzen 7 4800HS,88,84.4,728,https://cpu.userbenchmark.com/SpeedTest/1064059/AMD-Ryzen-7-4800HS-with-Radeon-Graphics,,,,-1469,,,,,,,,
CPU,BX80677I57600K,Intel,Core i5-7600K,89,84.3,148118,https://cpu.userbenchmark.com/Intel-Core-i5-7600K/Rating/3885,,-1,-1,-107,Kaby Lake,Q1'17,i5-7600K,4,4,91,235,FCLGA1151
CPU,BX80673I77820X,Intel,Core i7-7820X,90,84.2,18402,https://cpu.userbenchmark.com/Intel-Core-i7-7820X/Rating/3928,,,5,-876,Skylake,Q2'17,i7-7820X,8,16,140,755,FCLGA2066
CPU,BX80673I97920X,Intel,Core i9-7920X,91,84.1,3070,https://cpu.userbenchmark.com/SpeedTest/278103/IntelR-CoreTM-i9-7920X-CPU---350GHz,,,5,,Skylake,Q3'17,i9-7920X,12,24,140,,FCLGA2066
CPU,BX80658i75775C,Intel,Core i7-5775C,92,84.1,1101,https://cpu.userbenchmark.com/SpeedTest/30276/IntelR-CoreTM-i7-5775C-CPU---330GHz,,-1,-1,,Broadwell,Q2'15,i7-5775C,4,8,65,300,FCLGA1150
CPU,BX80671I76800K,Intel,Core i7-6800K,93,84.1,23221,https://cpu.userbenchmark.com/Intel-Core-i7-6800K/Rating/3607,,-1,,-622,Broadwell E,Q2'16,i7-6800K,6,12,140,,LGA2011-v3
CPU,BX80646I74790K,Intel,Core i7-4790K,94,84.1,314881,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384,,-1,,-41,Devil's Canyon,Q2'14,i7-4790K,4,8,88,,FCLGA1150
CPU,CM8068403358708,Intel,Core i5-8600T,95,84,126,https://cpu.userbenchmark.com/SpeedTest/506080/IntelR-CoreTM-i5-8600T-CPU---230GHz,,-1,-2,,Coffee Lake,Q2'18,i5-8600T,6,6,35,,FCLGA1151
CPU,100-1000000050,AMD,Ryzen 5 3500,96,83.6,3459,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500/Rating/4053,,,,-367,,,,,,,,
CPU,CL8068404069006,Intel,Core i9-9880H,97,83.1,4439,https://cpu.userbenchmark.com/SpeedTest/750169/IntelR-CoreTM-i9-9880H-CPU---230GHz,,,,-1694,,Q2'19,i9-9880H,8,16,45,,FCBGA1440
CPU,YD270XBGAFBOX,AMD,Ryzen 7 2700X,98,83,291320,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700X/Rating/3958,,,,,,,,,,,209,
CPU,BX80673I97980X,Intel,Core i9-7980XE,99,82.9,3064,https://cpu.userbenchmark.com/SpeedTest/352013/IntelR-CoreTM-i9-7980XE-CPU---260GHz,,,6,,Skylake,Q3'17,i9-7980XE,18,36,165,,FCLGA2066
CPU,100-100000159BOX,AMD,Ryzen 3 3300X,100,82.9,2641,https://cpu.userbenchmark.com/AMD-Ryzen-3-3300X/Rating/4076,,,,,,,,,,,156,
CPU,BX80633I74960X,Intel,Core i7-4960X,101,82.9,3016,https://cpu.userbenchmark.com/Intel-Core-i7-4960X/Rating/1977,,-1,,,Ivy Bridge E,Q3'13,i7-4960X,6,12,130,,
CPU,BX80684I39100,Intel,Core i3-9100,102,82.7,2876,https://cpu.userbenchmark.com/SpeedTest/806339/IntelR-CoreTM-i3-9100-CPU---360GHz,,-2,-2,-589,,Q2'19,i3-9100,4,4,65,,FCLGA1151
CPU,BX80648I75820K,Intel,Core i7-5820K,103,82.7,75486,https://cpu.userbenchmark.com/Intel-Core-i7-5820K/Rating/2579,,-1,,-270,Haswell E,Q3'14,i7-5820K,6,12,140,546,LGA2011-v3
CPU,BX80684I39100F,Intel,Core i3-9100F,104,82.7,30124,https://cpu.userbenchmark.com/Intel-Core-i3-9100F/Rating/4054,,,,,,Q2'19,i3-9100F,4,4,65,83,FCLGA1151
CPU,,Intel,Core i7-8809G,105,82.6,2613,https://cpu.userbenchmark.com/SpeedTest/422264/IntelR-CoreTM-i7-8809G-CPU---310GHz,,-1,-1,-4980,Kaby Lake G,Q1'18,i7-8809G,4,8,,,BGA2270
CPU,,Intel,Core i7-9850H,106,82.3,3442,https://cpu.userbenchmark.com/SpeedTest/826055/IntelR-CoreTM-i7-9850H-CPU---260GHz,,-1,,-1718,,Q2'19,i7-9850H,6,12,45,,FCBGA1440
CPU,BX80658i55675C,Intel,Core i5-5675C,107,82.2,729,https://cpu.userbenchmark.com/SpeedTest/31828/IntelR-CoreTM-i5-5675C-CPU---310GHz,,-2,-2,,Broadwell,Q2'15,i5-5675C,4,4,65,269,FCLGA1150
CPU,100-000000100,AMD,Ryzen 5 4600H,108,82.1,897,https://cpu.userbenchmark.com/SpeedTest/1110331/AMD-Ryzen-5-4600H-with-Radeon-Graphics,,-1,,-713,,,,,,,,
CPU,BX80673I77800X,Intel,Core i7-7800X,109,81.8,11959,https://cpu.userbenchmark.com/SpeedTest/304816/IntelR-CoreTM-i7-7800X-CPU---350GHz,-1,,,-1022,Skylake,Q2'17,i7-7800X,6,12,140,,FCLGA2066
CPU,CL8068404121817,Intel,Core i7-9750H,110,81.6,137526,https://cpu.userbenchmark.com/SpeedTest/766364/IntelR-CoreTM-i7-9750H-CPU---260GHz,-1,-1,,-99,,Q2'19,i7-9750H,6,12,45,,FCBGA1440
CPU,,Intel,Xeon E5-1650 v3,111,81.6,3586,https://cpu.userbenchmark.com/SpeedTest/16320/IntelR-XeonR-CPU-E5-1650-v3---350GHz,-1,-1,-1,-3328,Haswell,Q3'14,E5-1650V3,6,12,140,,FCLGA2011-3
CPU,,AMD,Ryzen 5 4600HS,112,81.3,46,https://cpu.userbenchmark.com/SpeedTest/1134526/AMD-Ryzen-5-4600HS-with-Radeon-Graphics,-1,-1,,,,,,,,,,
CPU,100-000000083,AMD,Ryzen 7 4700U,113,81.3,719,https://cpu.userbenchmark.com/SpeedTest/1105478/AMD-Ryzen-7-4700U-with-Radeon-Graphics,-1,-1,,-814,,,,,,,,
CPU,,Intel,Core i5-10400T,114,81.3,2,https://cpu.userbenchmark.com/SpeedTest/1189479/IntelR-CoreTM-i5-10400T-CPU---200GHz,-1,-2,-3,,,,,,,,,
CPU,FH8068403419332,Intel,Core i7-8559U,115,81.3,1548,https://cpu.userbenchmark.com/SpeedTest/543591/IntelR-CoreTM-i7-8559U-CPU---270GHz,-1,-1,-1,,Coffee Lake,Q2'18,i7-8559U,4,8,28,,FCBGA1528
CPU,100-000000163,AMD,Ryzen TR 3990X,116,81.2,248,https://cpu.userbenchmark.com/SpeedTest/1035665/AMD-Ryzen-Threadripper-3990X-64-Core-Processor,-1,,,,,,,,,,,
CPU,BX80633I74930K,Intel,Core i7-4930K,117,81.2,14710,https://cpu.userbenchmark.com/Intel-Core-i7-4930K/Rating/1976,-1,-2,-1,-1029,Ivy Bridge E,Q3'13,i7-4930K,6,12,130,415,
CPU,,Intel,Xeon E3-1245 v6,118,81.2,319,https://cpu.userbenchmark.com/SpeedTest/299743/IntelR-XeonR-CPU-E3-1245-v6---370GHz,-1,-1,-1,,Kaby Lake,Q1'17,E3-1245V6,4,8,73,,FCLGA1151
CPU,BX80677I77700,Intel,Core i7-7700,119,81,154367,https://cpu.userbenchmark.com/Intel-Core-i7-7700/Rating/3887,-1,-1,-1,-95,Kaby Lake,Q1'17,i7-7700,4,8,65,430,FCLGA1151
CPU,YD260XBCAFBOX,AMD,Ryzen 5 2600X,120,80.8,194324,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600X/Rating/3956,,,,,,,,,,,176,
CPU,,Intel,Xeon E3-1270 v6,121,80.6,388,https://cpu.userbenchmark.com/SpeedTest/278175/IntelR-XeonR-CPU-E3-1270-v6---380GHz,-1,-1,-1,,Kaby Lake,Q1'17,E3-1270V6,4,8,72,,FCLGA1151
CPU,BX80662I56600K,Intel,Core i5-6600K,122,80.6,251192,https://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503,-1,-2,-1,-62,Skylake,Q3'15,i5-6600K,4,4,91,226,FCLGA1151
